item_id,audio_scope,tts_system,probe_candidate_id,case_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,requires_transcript_review,reviewed_paraformer_relation,transcript_review_note,asr_text,error
mimo_full_PCP2_0035,full_sentence,MiMo-V2.5-TTS API,PCP2_0035,real_news_000405,confirmed masked,cdrd_entity,military_model,F-18,F十八,F杠十八,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence retains 杠 in F杠一八,特 朗 普 团 队 研 判 油 价 飙 升 至 两 百 美 元 特 朗 普 团 队 被 曝 研 判 油 价 飙 升 至 二 百 美 元 的 潜 在 影 响 白 宫 否 认 相 关 说 法 受 中 东 冲 突 影 响 国 际 油 价 已 上 涨 百 分 之 三 十 至 百 分 之 四 十 机 构 警 告 若 油 价 长 期 维 持 在 高 位 将 引 发 滞 涨 分 析 认 为 油 价 上 涨 已 推 高 通 胀 预 期 美 国 三 月 CPI 预 期 从 百 分 之 二 点 九 升 至 百 分 之 三 点 三 特 朗 普 称 油 价 上 涨 对 美 国 有 利 但 遭 民 主 党 批 评 与 此 同 时 伊 朗 与 以 色 列 冲 突 持 续 升 级 伊 朗 二 十 五 日 对 以 色 列 七 十 多 处 目 标 发 动 导 弹 打 击 并 声 称 击 落 美 军 f 杠 一 八 战 机 美 军 否 认 相 关 说 法,
mimo_full_PCP2_0036,full_sentence,MiMo-V2.5-TTS API,PCP2_0036,real_news_000009,confirmed masked,cdrd_entity,military_model,伊尔-76,伊尔七六,伊尔负七六,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,"audited occurrence is 伊尔夫七十六, a near-negative rendering",十 三 年 接 迎 路 见 证 空 军 装 备 跨 越 发 展 从 二 零 一 四 年 到 二 零 二 六 年 我 国 连 续 一 三 年 接 营 在 韩 志 愿 军 烈 士 遗 骸 战 国 机 运 护 航 战 机 的 更 迭 见 证 着 中 国 空 军 跨 越 式 发 展 从 二 零 一 四 年 东 方 航 空 波 音 七 四 七 货 机 直 飞 首 趟 任 务 到 二 零 一 五 年 起 空 军 伊 尔 夫 七 十 六 运 输 机 连 续 五 年 接 运 再 到 二 零 二 零 年 国 产 运 负 二 十 首 次 执 行 任 务 机 年 运 负 二 十 b 接 棒 护 航 战 机 也 从 歼 一 一 b 升 级 为 歼 二 零 隐 形 战 机 机 型 迭 代 升 级 彰 显 国 防 实 力 提 升 承 载 着 祖 国 对 革 命 先 烈 的 无 限 尊 崇,
mimo_full_PCP2_0037,full_sentence,MiMo-V2.5-TTS API,PCP2_0037,real_news_000322,confirmed masked,cdrd_entity,military_model,F-16,F16,F杠16,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence retains 杠 in F杠一六,美 军 战 机 加 油 机 运 输 机 大 规 模 增 援 中 东 地 区 美 国 持 续 在 中 东 地 区 进 行 军 事 集 结 亚 伯 拉 罕 林 肯 号 航 母 打 击 群 正 驶 往 该 地 区 五 角 大 楼 增 派 多 架 s 杠 一 五 一 战 斗 机 运 输 机 和 加 油 机 目 前 已 用 三 个 f 杠 一 五 一 中 队 部 署 在 中 东 f 杠 一 六 和 a 杠 一 零 战 机 也 将 被 部 署 特 朗 普 表 示 不 排 除 对 伊 朗 采 取 军 事 行 动 的 可 能 性 伊 朗 外 交 部 长 则 敦 促 美 国 寻 求 外 交 途 径,
mimo_full_PCP2_0043,full_sentence,MiMo-V2.5-TTS API,PCP2_0043,real_news_000376,confirmed masked,cdrd_entity,quarter,58kW,五十八千瓦,五十八KW,,五十八KW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,奇 瑞 QQ 三 EV 智 能 纯 电 小 车 二 月 初 正 式 上 市 奇 瑞 QQ 三 EV 纯 电 小 车 将 于 二 月 六 日 上 市 预 计 售 价 六 至 九 万 元 新 车 基 于 t 十 二 纯 电 平 台 打 造 搭 载 AI 智 能 系 统 和 辅 助 驾 驶 功 能 外 观 采 用 新 设 计 语 言 内 饰 双 色 搭 配 配 备 十 五 点 六 英 寸 中 控 屏 二 百 五 十 六 色 氛 围 灯 等 动 力 系 统 最 大 功 率 五 十 八 KW 最 高 车 速 一 百 二 十 五 千 米 每 小 时 使 用 磷 酸 铁 锂 电 池 奇 瑞 将 举 办 品 牌 职 业 活 动 正 式 亮 相 该 车 型,
mimo_full_PCP2_0056,full_sentence,MiMo-V2.5-TTS API,PCP2_0056,real_news_000285,confirmed masked,cdrd_entity,hyphen_range,190N·m,190牛·米,190N·M,,,no_predefined_form,True,other_no_exact_surface_recovery,unit span is rendered as an unrelated non-surface phrase,长 安 启 源 q 零 五 上 十 八 万 起 售 高 性 价 比 纯 电 SUV 长 安 启 源 q 零 五 纯 电 SUV 正 式 上 市 售 价 七 点 九 九 至 十 点 九 九 毫 米 空 位 紧 凑 型 SUV 搭 载 宁 德 时 代 磷 酸 铁 锂 电 池 提 供 四 百 零 五 千 米 和 五 百 零 五 千 米 两 种 续 航 版 本 车 身 尺 寸 四 千 四 百 三 十 五 乘 一 千 八 百 五 十 五 乘 一 千 六 百 毫 米 轴 距 两 千 七 百 三 十 五 毫 米 空 间 利 用 率 高 达 百 分 之 八 十 六 点 六 内 饰 简 约 实 用 配 备 高 清 中 控 屏 和 全 液 晶 仪 表 动 力 方 面 最 大 功 率 一 百 二 十 KW 最 大 扭 矩 一 百 九 十 人 弹 腕 驾 驶 体 验 灵 活,
mimo_full_PCP2_0062,full_sentence,MiMo-V2.5-TTS API,PCP2_0062,real_news_000335,confirmed masked,cdrd_entity,hyphen_range,750MW,七百五十兆瓦,七百五十兆W,,七百五十兆W,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,open AI 携 手 siri base 打 造 大 规 模 AI 推 理 系 统 open AI 与 siri base 达 成 合 作 协 议 计 划 在 二 零 二 六 至 二 零 二 八 年 间 将 七 百 五 十 兆 w 规 模 的 siri bars 芯 片 纳 入 AI 推 理 计 算 资 源 库 这 一 合 作 旨 在 显 著 缩 短 AI 服 务 响 应 时 间 实 现 实 时 交 互 体 验 使 用 户 能 够 利 用 AI 完 成 更 多 操 作 并 处 理 更 高 价 值 的 工 作 负 载,
mimo_full_PCP2_0064,full_sentence,MiMo-V2.5-TTS API,PCP2_0064,real_news_000140,confirmed masked,cdrd_entity,hyphen_range,737-8,七百三十 八,七三七负八,,七三七负八 | 负,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,越 航 订 购 五 十 架 波 音 七 三 七 负 八 机 队 规 模 将 扩 大 越 南 航 空 签 署 协 议 订 购 五 十 架 波 音 七 三 七 负 八 载 体 客 机 计 划 于 二 零 三 零 至 二 零 三 二 年 接 收 这 批 飞 机 将 主 要 直 飞 国 内 和 亚 洲 区 域 航 线 到 二 零 三 零 年 越 航 机 队 规 模 预 计 扩 大 至 约 一 百 五 十 一 架 同 时 越 航 还 与 波 音 公 司 讨 论 了 投 资 三 十 架 宽 体 客 机 的 计 划 预 计 总 价 值 超 一 百 二 十 亿 美 元 未 来 五 年 越 航 目 标 是 关 键 运 营 指 标 实 现 两 位 数 年 均 增 长 率,
mimo_full_PCP2_0079,full_sentence,MiMo-V2.5-TTS API,PCP2_0079,real_news_000261,confirmed masked,non_cdrd,kw_kwh,640kW,六百四十千瓦,六百四十kw,,六百四十kw,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,别 克 致 敬 世 嘉 纯 电 版 四 十 八 点 九 九 万 元 超 快 充 技 术 别 克 致 敬 世 嘉 纯 电 版 MPV 于 三 月 十 七 日 上 市 售 价 四 十 八 点 九 九 万 里 新 车 全 球 首 搭 九 百 伏 六 c 超 快 充 电 池 CLTC 纯 电 续 航 六 百 零 一 毫 里 峰 值 充 电 功 率 六 百 四 十 KW 十 分 钟 可 补 能 四 百 公 里 该 车 采 用 纯 电 双 电 机 四 驱 零 百 加 速 五 点 一 秒 最 大 扭 矩 五 百 五 十 n 拆 n 晃 车 剩 尺 寸 为 五 千 二 百 六 十 毫 米 两 千 零 二 十 三 毫 米 一 千 八 百 二 十 毫 米 轴 距 三 千 一 百 六 十 毫 米 配 备 八 平 AI 数 字 座 舱 无 断 点 城 市 NOA 领 航 辅 助 等 配 置,
mimo_full_PCP2_0081,full_sentence,MiMo-V2.5-TTS API,PCP2_0081,real_news_000027,confirmed masked,non_cdrd,kw_kwh,105kW,一百零五千瓦,一百零五kW,,一百零五kW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,未 来 纯 电 小 车 萤 火 虫 交 付 量 突 破 四 万 台 蔚 来 纯 电 小 车 firefly 萤 火 虫 已 达 成 四 万 台 交 付 该 车 于 二 零 二 五 年 四 月 上 市 官 方 指 导 价 十 一 点 九 八 至 十 二 点 五 八 毫 元 萤 火 虫 长 四 千 零 三 毫 米 宽 一 千 七 百 八 十 一 毫 米 高 一 千 五 百 五 十 七 毫 米 轴 距 两 千 六 百 一 十 五 毫 米 配 备 四 十 二 千 瓦 时 电 池 最 LTC 续 航 四 百 二 十 千 米 最 大 功 率 一 百 零 五 KW 最 大 扭 矩 二 百 NGP 最 高 车 速 一 百 五 十 千 米 每 小 时 蔚 来 近 期 宣 布 第 一 百 万 台 量 产 车 下 线 并 制 定 了 二 零 二 六 年 静 营 规 划,
mimo_full_PCP2_0082,full_sentence,MiMo-V2.5-TTS API,PCP2_0082,real_news_000299,confirmed masked,non_cdrd,kw_kwh,200kW,二百千瓦,二百kW,,二百kW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,比 亚 迪 第 三 代 元 PLUS 北 京 车 展 首 发 比 亚 迪 王 朝 网 销 售 事 业 部 总 经 理 陆 天 透 露 第 三 代 元 PLUS 将 于 二 零 二 六 北 京 车 展 全 球 首 发 搭 位 原 力 智 驱 闪 充 SUV 新 车 将 搭 载 五 十 七 点 五 四 五 千 瓦 时 和 六 十 八 点 五 四 七 千 瓦 时 两 种 容 量 电 池 包 定 LTC 单 电 机 系 统 提 为 五 百 四 十 千 米 和 六 百 三 十 千 米 车 身 尺 寸 长 宽 高 为 四 千 六 百 六 十 五 乘 一 千 八 百 九 十 五 乘 一 千 六 百 七 十 五 毫 米 轴 距 两 千 七 百 七 十 毫 米 搭 载 后 置 单 电 机 系 统 提 供 二 百 KW 和 二 百 四 十 KW 两 种 功 率 有 望 配 备 第 二 代 刀 片 电 池 及 比 亚 迪 闪 充 技 术,
mimo_full_PCP2_0083,full_sentence,MiMo-V2.5-TTS API,PCP2_0083,real_news_000096,confirmed masked,non_cdrd,kw_kwh,230kW,二百三十千瓦,二百三十kW,,二百三十kW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,智 己 业 LS 八 官 图 亮 相 纯 电 续 航 最 高 三 百 三 十 五 公 里 智 己 业 LS 八 官 方 图 片 曝 光 定 位 中 大 型 SUB 搭 载 二 零 二 六 年 第 一 季 度 首 发 新 车 延 续 家 族 设 计 语 言 配 备 激 光 雷 达 轴 身 尺 寸 为 五 千 零 八 十 五 毫 米 两 千 毫 米 一 千 八 百 一 十 七 毫 米 轴 距 三 千 零 六 十 毫 米 动 力 系 统 采 用 增 程 式 搭 载 一 点 五 t 发 动 机 和 二 百 三 十 KW 电 动 机 电 池 提 供 五 十 二 点 一 千 瓦 时 和 六 十 五 点 九 千 瓦 时 两 种 容 量 纯 电 续 航 最 高 三 百 三 十 五 毫 米 新 车 将 提 供 五 座 和 六 座 版 本 多 种 配 置 可 选,
mimo_full_PCP2_0084,full_sentence,MiMo-V2.5-TTS API,PCP2_0084,real_news_000182,confirmed masked,non_cdrd,kw_kwh,150kW,一百五十千瓦,一百五十kw,,一百五十kw,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,现 代 IONIQ 三 小 型 电 动 SUV 将 于 二 零 二 六 年 首 发 现 代 IONIQ 三 纯 电 小 型 SUV 计 划 于 二 零 二 六 年 四 月 全 球 首 发 外 观 基 于 一 GMP 平 台 打 造 采 用 四 百 伏 架 构 最 大 功 率 可 达 一 百 五 十 KW 提 供 五 十 八 千 瓦 时 和 八 十 一 点 四 千 瓦 时 两 种 电 池 容 量 选 择 最 大 续 航 里 程 六 百 四 十 四 千 米 外 观 设 计 线 条 柔 和 封 闭 式 格 栅 配 合 纤 细 日 行 灯 六 倍 造 型 搭 配 小 鸭 尾 增 添 运 动 感 高 性 能 版 IONIQ 三 n 预 计 二 零 二 七 年 推 出,
mimo_full_PCP2_0085,full_sentence,MiMo-V2.5-TTS API,PCP2_0085,real_news_000255,confirmed masked,non_cdrd,kw_kwh,15kW,十五千瓦,十五kW,,十五kW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,奇 瑞 携 手 博 世 量 产 四 十 八 伏 整 车 架 构 星 途 旗 舰 车 型 率 先 搭 载 供 电 功 率 达 十 五 KW 奇 瑞 汽 车 与 博 世 中 国 在 北 京 签 署 四 十 八 伏 整 车 架 构 合 作 开 发 及 量 产 框 架 协 议 推 动 新 一 代 四 十 八 伏 整 车 架 构 在 中 国 率 先 量 产 该 技 术 将 率 先 应 用 于 星 途 旗 舰 车 型 相 较 供 电 功 率 提 升 至 十 五 千 磅 系 统 减 重 超 过 十 公 斤 线 控 底 盘 转 向 电 机 响 应 速 度 提 升 百 分 之 二 十 以 上 相 较 传 统 十 二 伏 架 构 四 十 八 伏 架 构 能 更 好 满 足 现 代 化 车 载 计 算 智 能 座 舱 和 线 控 底 盘 的 电 力 需 求,
mimo_full_PCP2_0087,full_sentence,MiMo-V2.5-TTS API,PCP2_0087,real_news_000368,confirmed masked,non_cdrd,kw_kwh,430kW,四百三十千瓦,四百三十kW,,四百三十kW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,小 鹏 GX 入 局 大 六 座 SUV 市 场 二 零 二 六 年 上 市 小 鹏 汽 车 将 于 二 零 二 六 年 推 出 首 款 旗 舰 级 大 六 座 SUV 小 鹏 GX 形 称 基 于 SEPA 三 点 零 架 构 打 造 外 观 硬 朗 方 正 尺 寸 为 五 千 二 百 六 十 五 乘 一 千 九 百 九 十 九 乘 一 千 八 百 毫 米 轴 距 三 千 一 百 一 十 五 毫 米 搭 载 双 电 机 四 驱 系 统 最 大 功 率 四 百 三 十 KW 提 供 增 程 和 纯 电 两 种 选 择 智 能 方 面 配 备 四 颗 图 灵 芯 片 算 力 达 三 千 TOOPS 小 鹏 GX 将 于 今 年 四 五 月 份 上 市 有 望 搅 动 高 端 SUV 市 场 格 局,
mimo_full_PCP2_0090,full_sentence,MiMo-V2.5-TTS API,PCP2_0090,real_news_000289,confirmed masked,non_cdrd,kw_kwh,180kW,180千瓦,180kW,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence retains the letters KW,零 跑 拉 法 五 凹 try 申 报 图 曝 光 搭 载 激 光 雷 达 工 信 部 公 示 显 示 零 跑 拉 法 五 凹 踹 车 型 现 升 该 车 型 长 四 千 四 百 九 十 毫 米 宽 一 千 八 百 八 十 毫 米 高 一 千 五 百 一 十 毫 米 轴 距 两 千 七 百 三 十 五 毫 米 采 用 后 置 后 驱 布 局 电 机 功 率 提 升 至 一 百 八 十 KW 申 报 图 显 示 将 搭 载 激 光 雷 达 零 跑 计 划 于 二 零 二 六 年 第 二 季 度 发 布 并 交 付 拉 法 五 凹 创 将 配 备 专 属 运 动 套 件 优 化 内 饰 质 感 和 动 态 操 控 轴 格 高 于 常 规 版 本,
mimo_full_PCP2_0092,full_sentence,MiMo-V2.5-TTS API,PCP2_0092,synthetic_004931,confirmed masked,non_cdrd,kw_kwh,500kW,五百千瓦,五百kw,,五百kw,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,行 车 关 键 参 数 达 到 五 百 kw,
mimo_full_PCP2_0093,full_sentence,MiMo-V2.5-TTS API,PCP2_0093,synthetic_004984,confirmed masked,non_cdrd,kw_kwh,500kW,五百千瓦,五百kw,,五百kw,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,新 车 关 键 参 数 达 到 五 百 KW,
mimo_full_PCP2_0094,full_sentence,MiMo-V2.5-TTS API,PCP2_0094,real_news_000243,confirmed masked,cdrd_polyphone,vip88,88VIP,八十八VIP,八十八伏IP,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence remains a phonetic non-surface rendering,阿 里 外 卖 即 时 零 售 盈 利 目 标 锁 定 两 年 后 阿 里 巴 巴 发 布 二 零 二 五 年 第 四 季 度 财 报 显 示 收 入 两 千 八 百 四 十 八 亿 元 同 比 增 长 百 分 之 二 该 季 度 净 利 润 一 百 五 十 六 点 三 一 亿 元 同 比 下 降 百 分 之 六 十 六 主 要 因 即 时 零 售 投 入 增 加 外 卖 即 时 零 售 业 务 收 入 二 百 零 八 点 四 二 亿 元 同 比 大 增 百 分 之 五 十 六 助 力 八 十 八 服 孵 发 衣 服 会 员 数 超 五 千 九 百 万 实 现 双 位 数 增 长 电 商 事 业 群 CEO 蒋 凡 表 示 预 计 二 零 二 九 财 年 即 时 零 售 业 务 将 实 现 整 体 盈 利 这 意 味 着 阿 里 还 将 继 续 投 入 两 年 阿 里 云 和 AI 业 务 也 是 重 点 发 展 方 向 集 团 CEO 吴 永 明 提 出 未 来 五 年 年 收 入 要 突 破 一 千 亿 美 元 的 目 标,
mimo_full_PCP2_0102,full_sentence,MiMo-V2.5-TTS API,PCP2_0102,real_news_000272,confirmed masked,cdrd_polyphone,voltage,350Wh/kg,三百五十瓦时每公斤,三百五十whkg,,,no_predefined_form,True,other_no_exact_surface_recovery,unit span is rendered as an unrelated non-surface phrase,易 派 科 技 二 零 二 五 年 全 年 销 量 超 二 十 七 万 辆 同 比 增 长 百 分 之 二 十 八 点 三 易 派 科 技 公 布 二 零 二 五 年 全 年 销 量 达 二 十 七 万 五 千 七 百 五 十 二 辆 同 比 增 长 百 分 之 二 十 八 点 三 公 司 此 前 发 布 未 来 之 翼 战 略 涵 盖 天 元 制 仓 天 元 制 架 等 技 术 易 派 科 技 计 划 在 二 零 二 六 年 推 出 多 项 创 新 产 品 包 括 万 吨 大 压 铸 产 品 固 态 电 池 和 千 伏 平 台 车 型 其 中 固 态 电 池 能 量 密 度 将 达 三 百 五 十 外 拍 DG 试 航 超 一 千 千 米 千 伏 平 台 车 型 配 备 一 千 二 百 伏 电 压 和 三 万 转 超 高 速 电 机 实 现 五 分 钟 充 电 四 百 五 十 公 里 续 航,
mimo_full_PCP2_0110,full_sentence,MiMo-V2.5-TTS API,PCP2_0110,real_news_000193,confirmed masked,cdrd_polyphone,tops_compute,6GW,六吉瓦,六GW,,六GW,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,润 泽 科 技 引 领 智 算 中 心 新 格 局 润 泽 科 技 二 零 二 五 年 实 现 营 收 五 十 六 点 七 四 亿 元 同 比 增 长 百 分 之 二 十 九 点 九 九 规 模 净 利 润 五 十 点 五 亿 元 同 比 增 增 百 分 之 一 百 八 十 二 点 零 七 公 司 二 零 二 六 年 一 季 度 营 收 十 八 点 四 亿 元 同 比 增 长 百 分 之 五 十 三 点 五 五 公 为 中 国 领 先 的 人 工 智 能 产 业 科 技 公 司 润 泽 科 技 已 完 成 从 传 统 互 联 网 数 据 中 心 向 智 算 中 心 的 战 略 转 型 AIDC 业 务 营 收 占 比 升 至 百 分 之 四 十 四 点 二 四 毛 利 率 达 百 分 之 四 十 八 点 五 公 司 在 境 内 外 布 局 九 个 算 力 集 群 合 计 规 划 算 力 规 模 约 六 GW 已 累 计 交 付 七 百 五 十 兆 w 论 过 公 募 REITS 平 台 释 放 约 四 十 五 亿 元 流 动 资 金 实 现 轻 重 资 产 高 效 协 同 发 展,
cosyvoice_full_PCP2_0001,full_sentence,CosyVoice-300M-SFT,PCP2_0001,real_news_000281,confirmed masked,cdrd_entity,sports_score,13-11,十三比十一,十三减十一,,十三减十一,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,吴 一 泽 十 三 减 十 一 逆 转 塞 尔 比 晋 级 世 锦 赛 八 强 中 国 两 将 挥 师 四 分 之 一 决 赛 两 千 零 二 十 六 斯 诺 克 世 锦 赛 八 强 全 部 产 生 零 零 后 选 手 吴 一 泽 在 与 前 世 减 九 冠 军 塞 尔 比 的 较 量 中 从 四 减 四 战 平 到 九 减 七 领 先 最 终 顶 住 压 力 以 总 比 分 十 三 减 十 一 逆 转 取 胜 成 功 晋 级 八 强 下 轮 将 对 阵 瓦 菲 此 前 赵 欣 彤 以 十 三 减 九 击 败 丁 俊 晖 晋 级 八 强 后 将 对 阵 肖 恩 墨 菲 此 前 丁 俊 晖 肖 国 栋 出 局 吴 一 泽 和 赵 欣 彤 成 为 仅 存 的 两 位 中 国 选 手 将 在 四 分 之 一 决 赛 继 续 征 战,
cosyvoice_full_PCP2_0003,full_sentence,CosyVoice-300M-SFT,PCP2_0003,real_news_000355,confirmed masked,cdrd_entity,sports_score,6-2,六比二,六减二,,六减二,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,辛 纳 兹 位 列 夫 会 师 迈 阿 密 四 强 迈 阿 密 大 师 赛 男 单 四 强 缠 身 二 号 种 子 辛 纳 以 六 减 二 六 减 二 横 扫 本 土 选 手 蒂 亚 弗 全 场 轰 出 十 四 级 s 球 延 续 大 十 赛 赛 五 五 连 胜 和 三 盘 连 连 记 录 录 号 种 子 兹 卫 列 夫 同 样 发 挥 出 色 以 六 减 一 六 减 二 击 败 十 八 号 种 种 塞 塞 德 德 罗 成 首 首 二 十 五 次 闯 入 大 十 赛 赛 强 强 的 九 零 后 球 员 半 决 赛 前 将 再 次 上 演 巅 峰 对 决 辛 纳 目 前 对 自 位 列 夫 保 持 六 连 胜,
cosyvoice_full_PCP2_0005,full_sentence,CosyVoice-300M-SFT,PCP2_0005,real_news_000429,confirmed masked,cdrd_entity,sports_score,13-9,十三比九,十三减九,,十三减九,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,赵 欣 彤 十 三 减 九 淘 汰 丁 俊 晖 晋 级 世 锦 赛 八 强 赢 得 四 十 六 万 奖 金 将 占 墨 菲 两 千 零 二 十 六 斯 诺 克 世 锦 赛 八 分 之 一 决 赛 二 十 九 岁 卫 冕 冠 军 赵 欣 彤 对 阵 三 十 九 岁 的 丁 俊 晖 这 是 一 场 万 众 瞩 目 的 中 国 德 比 第 三 阶 段 比 赛 中 赵 欣 彤 在 局 分 十 一 月 八 领 领 先 后 保 持 优 势 轰 出 单 杆 一 百 三 十 七 分 过 百 局 最 终 以 总 比 分 十 三 减 九 淘 汰 丁 俊 晖 成 功 晋 级 八 强 获 得 五 万 英 镑 奖 金 约 合 人 民 币 四 十 六 万 元 接 下 来 的 四 分 之 一 决 赛 赵 欣 彤 将 对 相 恩 莫 菲 首 场 比 赛 将 于 四 月 二 十 八 日 十 七 点 开 打,
cosyvoice_full_PCP2_0007,full_sentence,CosyVoice-300M-SFT,PCP2_0007,real_news_000447,confirmed masked,cdrd_entity,sports_score,31-29,31比29,三十一减二十九,,三十一减二十九,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,朱 婷 助 力 科 内 利 亚 诺 夺 意 大 利 杯 冠 军 科 内 利 亚 诺 队 在 意 大 利 杯 决 赛 中 以 三 比 零 击 败 斯 堪 迪 奇 队 夺 得 本 赛 季 首 冠 比 赛 三 局 比 分 分 别 为 三 十 一 减 二 十 九 二 十 六 减 二 十 四 和 二 十 七 减 二 十 五 双 方 激 战 交 着 加 比 以 二 十 二 分 荣 誉 MVP 朱 婷 贡 献 十 三 分 助 力 球 队 多 次 化 解 危 机 这 是 朱 婷 个 人 职 业 生 涯 的 第 二 十 四 个 冠 军 头 衔,
cosyvoice_full_PCP2_0008,full_sentence,CosyVoice-300M-SFT,PCP2_0008,real_news_000350,confirmed masked,cdrd_entity,sports_score,4-2,四比二,四减二,,四减二,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,陈 信 彤 连 续 四 局 决 胜 分 险 胜 晋 级 北 京 时 间 四 月 三 日 澳 门 世 界 杯 女 单 八 分 之 一 决 赛 陈 信 童 四 减 二 击 败 迪 亚 兹 晋 级 八 强 二 十 八 岁 的 陈 信 童 在 二 减 零 领 先 后 被 追 至 二 减 二 但 顽 强 的 在 第 五 六 局 连 续 两 次 关 键 分 十 月 十 日 后 拿 下 比 赛 赛 后 陈 信 彤 表 示 前 两 局 拿 下 后 有 一 些 放 松 关 键 分 把 握 不 住 但 第 五 局 开 始 放 下 心 态 自 己 打 自 己 的 最 终 锁 定 胜 局 他 的 下 一 轮 对 手 将 是 韩 莹 与 申 玉 彬 之 间 的 胜 者,
cosyvoice_full_PCP2_0010,full_sentence,CosyVoice-300M-SFT,PCP2_0010,real_news_000397,confirmed masked,cdrd_entity,sports_score,0-1,零比一,零减一,,零减一,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,拜 人 三 连 胜 耀 场 创 最 长 进 球 黄 纪 录 北 京 时 间 今 晚 二 十 二 点 三 十 分 德 甲 第 二 十 六 轮 拜 仁 客 场 对 阵 勒 沃 库 森 数 据 显 示 勒 沃 库 森 曾 连 续 六 场 对 阵 拜 仁 保 持 不 败 但 最 近 三 次 交 锋 均 告 负 更 值 得 关 注 的 是 自 二 零 二 四 年 十 二 月 德 国 杯 八 分 之 一 决 赛 零 减 一 失 利 后 洛 库 森 面 对 拜 仁 在 位 破 门 创 造 了 队 史 对 阵 单 一 对 手 的 最 长 进 球 黄 纪 录,
cosyvoice_full_PCP2_0011,full_sentence,CosyVoice-300M-SFT,PCP2_0011,real_news_000041,confirmed masked,cdrd_entity,sports_score,2-4,二比四,二减四,,二减四,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,郑 新 文 决 胜 盘 二 减 四 落 后 连 赢 四 局 夺 马 战 逆 转 邦 纳 尔 晋 级 次 轮 五 月 五 日 w 天 一 千 落 马 战 首 轮 中 国 金 花 郑 亲 文 对 阵 匈 牙 利 选 手 邦 达 尔 郑 亲 雯 首 盘 状 态 不 佳 三 减 六 告 负 第 二 盘 一 度 四 减 零 领 先 后 被 追 至 三 减 四 最 终 六 减 三 扳 回 一 成 决 胜 盘 他 在 二 减 四 落 后 的 危 急 关 头 连 胜 四 局 最 终 以 三 减 六 六 减 三 最 减 四 逆 转 取 胜 后 时 两 小 时 十 八 分 钟 晋 级 次 轮 郑 亲 文 下 一 轮 将 对 阵 赛 会 三 十 号 种 子 布 克 沙,
cosyvoice_full_PCP2_0012,full_sentence,CosyVoice-300M-SFT,PCP2_0012,real_news_000428,confirmed masked,cdrd_entity,sports_score,1-0,一比零,一减零,,一减零,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,a 西 米 兰 主 场 迎 战 尤 文 图 斯 DAZN 与 sky 付 费 直 播 今 晚 二 十 点 四 十 五 分 开 战 今 晚 二 十 点 四 十 五 分 a 西 米 兰 将 在 圣 西 罗 球 场 主 场 迎 战 尤 文 图 斯 比 赛 通 过 DAZN 和 sky 付 费 止 播 米 兰 刚 在 维 罗 纳 客 场 一 减 零 获 胜 若 取 胜 将 追 平 那 不 勒 斯 升 至 第 二 并 领 先 尤 文 六 分 尤 文 在 主 场 二 减 零 击 败 博 洛 尼 亚 后 正 追 逐 四 连 胜 力 争 追 平 对 手 升 至 第 三 米 兰 自 三 月 二 十 一 日 以 来 未 尝 胜 级 尤 文 最 近 一 次 客 场 胜 利 则 是 四 月 十 一 日 击 败 亚 特 兰 大,
