review_id,probe_candidate_id,case_id,target,effective_context_reduction,selected_audio_version,selected_clip_sha256,raw_sha256,original_clip_sha256,selected_duration_seconds,interval_start_seconds,interval_end_seconds,full_label,original_clip_label,selected_clip_label,selected_binary_endpoint,full_transcript,original_clip_transcript,selected_clip_transcript,label_basis
B031,PCP2_0081,real_news_000027,105kW,True,original,7d7762afab7a506c6b768489255659360a5f614ebdd50bab525c56d33fcb364f,3e6316cf0fb014ddd5983ebf709a0daf3e4d0bc1da9185856a8da84c87aa29b5,7d7762afab7a506c6b768489255659360a5f614ebdd50bab525c56d33fcb364f,3.0,29.88,32.879999999999995,W,W,W,non-S,未来纯电小车萤火虫交付量突破四万台，未来纯电小车 Firefly 萤火虫已达成四万台交付。该车于二零二五年四月上市，官方指导价十一点九八至十二点五八万元。萤火虫长四千零三毫米，宽一千七百八十一毫米，高一千五百五十七毫米，轴距两千六百一十五毫米，配备四十二千瓦时电池，CLTC续航四百二十千米，最大功率一百零五kW，最大扭矩二百N·m，中高车速一百五十千米每小时。未来近期宣布第一百万台量产车下线，并制定了二零二六年经营规划。,最大功率一百零五kW，最大扭。,最大功率一百零五kW，最大扭。,Frozen original transcript label; audio hash unchanged
B032,PCP2_0001,real_news_000281,13-11,True,original,43b9e4513331c7f4ec326ceba3e67ffc2d27b3370e128e62d5949756dbb0231e,123ec76307813e6804463a4ab6656b3534472c231ede85b186713bb8912f2a6e,43b9e4513331c7f4ec326ceba3e67ffc2d27b3370e128e62d5949756dbb0231e,3.0,0.0,3.0,W,W,W,non-S,吴宜泽十三至十一逆转塞尔比晋级世锦赛八强，中国两将会师四分之一决赛。二零二六斯诺克世锦赛八强全部产生，零零后选手吴宜泽在与前世锦赛冠军塞尔比的较量中，从四比四战平到九比七领先，最终顶住压力以总比分十三至十一逆转取胜，成功晋级八强，下轮将对阵瓦菲。此前赵心童以十三比九击败丁俊晖，晋级八强后将对阵肖恩墨菲。随着丁俊晖、肖国栋出局，吴宜泽和赵心童成为仅存的两位中国选手，将在四分之一决赛继续征战。,无疑，则十三至十一逆转塞尔比。,无疑，则十三至十一逆转塞尔比。,Frozen original transcript label; audio hash unchanged
B033,PCP2_0009,real_news_000236,6-3,True,original,97d937de30777ba19acc92fc5b75d338bd93abb900431d674a049d6aca349f97,dda94a5b12b83895a9b2a92510ed3fcb4ed8f6f66934279ac6a21883d9e5ddd9,97d937de30777ba19acc92fc5b75d338bd93abb900431d674a049d6aca349f97,3.0,20.637541666666667,23.637541666666667,W,W,W,non-S,吴一泽十比七领先墨菲，再赢八局夺冠，赔率降至一点四四，优势扩大。二零二六年斯诺克世锦赛决赛第二阶段战罢，中国选手吴一泽十比七领先肖恩·墨菲。决赛采取三十五局十八胜制，首阶段双方四比四战平后，吴一泽在第二阶段打出六至三的强势表现。他只需在今晚第三、四阶段再赢八局，就将成为首位夺得世锦赛冠军的零零后球员，助中国实现世锦赛两连冠。最新赔率显示，吴一泽夺冠赔率已从一点八零降至一点四四，优势明显扩大。,在第二阶段打出六至三的强势表现。,在第二阶段打出六至三的强势表现。,Frozen original transcript label; audio hash unchanged
B034,PCP2_0043,real_news_000376,58kW,True,original,7f71942f437c2f4cc0a54236ba180afec89354a70ba2cfd7f263ce0173314679,9ec955a13718881bae8d9ab5f1907c254d8ed4b9844b081fb48ec401ea8c66c5,7f71942f437c2f4cc0a54236ba180afec89354a70ba2cfd7f263ce0173314679,3.0,24.44333333333333,27.44333333333333,W,W,W,non-S,奇瑞 QQ31V 智能纯电小车二月初正式上市。奇瑞 QQ31V 纯电小车将于二月六日上市，预计售价六至九万元。新车基于 T12 纯电平台打造，搭载 AI 智能系统和辅助驾驶功能，外观采用新设计语言，内饰双色搭配，配备十五点六英寸中控屏、二百五十六色氛围灯等。动力系统最大功率五十八 kW，最高车速一百二十五千米每小时，使用磷酸铁锂电池。奇瑞将举办品牌之夜活动，正式亮相该车型。,系统最大功率五十八kW，最高车速。,系统最大功率五十八kW，最高车速。,Frozen original transcript label; audio hash unchanged
B035,PCP2_0079,real_news_000261,640kW,True,original,2f9e6a57cd4ec2781e7f672537642497bd8cb8e64b047bf8b0327fafbfab3528,a2dfa65a257ac9e2333cfc3c486f488f4709babead261ca67812f62f8c364158,2f9e6a57cd4ec2781e7f672537642497bd8cb8e64b047bf8b0327fafbfab3528,3.0,19.226375,22.226375,W,W,W,non-S,别克致境世家纯电版，四十八点九九万元，超快充技术。别克致境世家纯电版 MPV 于三月十七日上市，售价四十八点九九万元。新车全球首搭九百伏六 C 超快充电池，CLTC 纯电续航六百零一公里，峰值充电功率六百四十 kW，十分钟可补能四百公里。该车采用纯电双电机四驱，零百加速五点一秒，最大扭矩五百五十 Nm。车身尺寸为五千二百六十毫米、两千零二十三毫米、一千八百二十毫米，轴距三千一百六十毫米，配备八屏 AI 数字座舱、无断点城市 NOA 领航辅助等配置。,之充电功率六百四十kW，十分钟。,之充电功率六百四十kW，十分钟。,Frozen original transcript label; audio hash unchanged
B036,PCP2_0064,real_news_000140,737-8,True,original,8200fc5bb747cc3add17a60f03a15f78da0c5da94f738a3cbb043f6e55299ab4,c4bd1dca529a5c8a625086f52d448cfeb882d18d94e473abba03926b0acd619f,8200fc5bb747cc3add17a60f03a15f78da0c5da94f738a3cbb043f6e55299ab4,3.0,1.021375,4.021375,W,W,W,non-S,越航订购五十架波音七三七负八，机队规模将扩大。越南航空签署协议，订购五十架波音七三七负八窄体客机，计划于二零三零至二零三二年接收。这批飞机将主要执飞国内和亚洲区域航线。到二零三零年，越航机队规模预计扩大至约一百五十一架。同时，越航还与波音公司讨论了投资三十架宽体客机的计划，预计总价值超一百二十亿美元。未来五年，越航目标是关键运营指标实现两位数年均增长率。,五十架波音七三七负八机队规模。,五十架波音七三七负八机队规模。,Frozen original transcript label; audio hash unchanged
B037,PCP2_0037,real_news_000322,F-16,True,original,d23c4fd05242b40520f8a1fe9c92f748039bcf7b59310980ee5ae624da9b71bc,d597e7bb3dfe54b0710489cf621db26b0c3ce2f283f1ca85bc56f4589e4ade4a,d23c4fd05242b40520f8a1fe9c92f748039bcf7b59310980ee5ae624da9b71bc,3.0,19.756,22.756,S,S,S,S,美军战机、加油机、运输机大规模增援中东地区。美国持续在中东地区进行军事集结，亚伯拉罕·林肯号航母打击群正驶往该地区。五角大楼增派多架F-15E战斗机、运输机和加油机，目前已有三个F-15E中队部署在中东，F-16和A-10战机也将被部署。特朗普表示，不排除对伊朗采取军事行动的可能性。伊朗外交部长则敦促美国寻求外交途径。,部署在中东，F-一六和A-一零。,部署在中东，F-一六和A-一零。,Frozen original transcript label; audio hash unchanged
B038,PCP2_0110,real_news_000193,6GW,True,original,34f6a175b3febf06b7bd432b420194137ee05f7ff298d1158dc96bfdbce6694e,d895046c8f00e6734f4017424ac6450d459b98af8bc0b0be2894f79120342651,34f6a175b3febf06b7bd432b420194137ee05f7ff298d1158dc96bfdbce6694e,3.0,43.0525,46.0525,W,W,W,non-S,润泽科技引领智算中心新格局。润泽科技二零二五年实现营收五十六点七四亿元，同比增长百分之二十九点九九，规模净利润五十点五亿元，同比大增百分之一百八十二点零七。公司二零二六年一季度营收十八点四亿元，同比增长百分之五十三点五五。作为中国领先的人工智能产业科技公司，润泽科技已完成从传统互联网数据中心向智算中心的战略转型，AI DC业务营收占比升至百分之四十四点二四，毛利率达百分之四十八点五。公司在境内外布局九个算力集群，合计规划算力规模约六GW，已累计交付七百五十兆W。通过公募REITS平台释放约四十五亿元流动资金，实现轻重资产高效协同发展。,算力规模约六G W，已累计交付。,算力规模约六G W，已累计交付。,Frozen original transcript label; audio hash unchanged
B039,PCP2_0082,real_news_000299,200kW,True,original,c9d13cc9046f100bd1795ffa3566d4be8d7dcb77331af5b6846f6c8a8a2a519f,e5bf7098d35d3954f880ec1609bddf9390bd406c5d4e0c9bbb3bbb9e09d15a57,c9d13cc9046f100bd1795ffa3566d4be8d7dcb77331af5b6846f6c8a8a2a519f,3.0,37.50825,40.50825,W,W,W,non-S,比亚迪第三代元 PLUS 北京车展首发，比亚迪王朝网销售事业部总经理陆天透露，第三代元 PLUS 将于二零二六北京车展全球首发，定位元力智趣闪充 SUV，新车将搭载五十七点五四五千瓦时和六十八点五四七千瓦时两种容量电池包，CLTC 纯电续航分别为五百四十千米和六百三十千米，车身尺寸长宽高为四千六百六十五乘一千八百九十五乘一千六百七十五毫米，轴距两千七百七十毫米，搭载后置单电机系统，提供二百 kW 和二百四十 kW 两种功率，有望配备第二代刀片电池及比亚迪闪充技术。,系统提供二百kW和二百四十kW。,系统提供二百kW和二百四十kW。,Frozen original transcript label; audio hash unchanged
B040,PCP2_0090,real_news_000289,180kW,True,original,d5a85d7c0982f56b1470b34af12786ad6205273fccabc290bf05169cdb23284c,138987f8557b7e1e428ad51ef7a3ba7cc1ad5b212100b9fb1ae1e26a5c44c17d,d5a85d7c0982f56b1470b34af12786ad6205273fccabc290bf05169cdb23284c,3.0,20.4075,23.4075,W,W,W,non-S,领跑拉法五 Ultra 申报图曝光，搭载激光雷达。工信部公示显示，领跑拉法五 Ultra 车型现生，该车型长四千四百九十毫米，宽一千八百八十毫米，高一千五百一十毫米，轴距两千七百三十五毫米，采用后置后驱布局，电机功率提升至一百八十 kW。申报图显示将搭载激光雷达。领跑计划于二零二六年第二季度发布并交付拉法五 Ultra，将配备专属运动套件，优化内饰质感和动态操控，价格高于常规版本。,增至一百八十kW，申报图显示。,增至一百八十kW，申报图显示。,Frozen original transcript label; audio hash unchanged
B041,PCP2_0005,real_news_000429,13-9,True,original,b6ce3f7e213f82c4b1d5389c002316752903d5c3cd6f0887c03e523ce0a27d4c,e617229e86c8344b8331cecead4c628853fc155dd197b98e16697a78ec702741,b6ce3f7e213f82c4b1d5389c002316752903d5c3cd6f0887c03e523ce0a27d4c,3.0,0.0,3.0,W,W,W,non-S,赵心童十三至九淘汰丁俊晖，晋级世锦赛八强，赢得四十六万奖金，将战莫菲。二零二六斯诺克世锦赛八分之一决赛，二十九岁卫冕冠军赵心童对阵三十九岁的丁俊晖，这是一场万众瞩目的中国德比。第三阶段比赛中，赵心童在局分十一比八领先后保持优势，轰出单杆一百三十七分过百局，最终以总比分十三至九淘汰丁俊晖，成功晋级八强，获得五万英镑奖金，约合人民币四十六万元。接下来的四分之一决赛，赵心童将对阵肖恩·墨菲，首场比赛将于四月二十八日十七点开打。,赵欣桐十三至九淘汰丁俊晖。,赵欣桐十三至九淘汰丁俊晖。,Frozen original transcript label; audio hash unchanged
B042,PCP2_0007,real_news_000447,31-29,True,original,170964616f11811b861b86531143c99c034f177b2f294b082331ee3394dcfb9d,7475feb7581d764e9a9b44164ce79144cdcb83272c80f9224488010da5801c4f,170964616f11811b861b86531143c99c034f177b2f294b082331ee3394dcfb9d,3.0,12.606375,15.606375,W,W,W,non-S,朱婷助力科内利亚诺夺意大利杯冠军。科内利亚诺队在意大利杯决赛中以三比零击败斯坎迪奇队，夺得本赛季首冠。比赛三局比分分别为三十一至二十九、二十六至二十四和二十七至二十五，双方激战胶着。加比以二十二分荣膺MVP，朱婷贡献十三分，助力球队多次化解危机。这是朱婷个人职业生涯的第二十四个冠军头衔。,分分别为三十一至二十九、二十六。,分分别为三十一至二十九、二十六。,Frozen original transcript label; audio hash unchanged
B043,PCP2_0030,real_news_000472,F-15E,True,original,e8ad51609ff39178dfac5373cedd4a4b3c1353e175b66e9422fa6621efc268a6,3f753c3825a8a756e098097d24f73be35b8e0e6ecfc3cd7cbf44f69b86cc8c15,e8ad51609ff39178dfac5373cedd4a4b3c1353e175b66e9422fa6621efc268a6,3.0,4.198,7.198,S,S,S,S,美军搜救行动损失十二架战机，代价惨重。美军一架 F-15E 战斗机在对伊朗空袭任务中被击落，两名飞行员弹射跳伞后，美伊双方展开激烈搜救与抓捕竞赛。特朗普宣布飞行员获救且无人员伤亡，但伊朗军方公布美军在搜救行动中损失十二架各式战机，包括运输机、攻击机、直升机和无人机。美方被迫自毁无法起飞的运输机和直升机，损失数亿美元装备。此次事件暴露出美军空袭作战问题，伊朗防空能力仍具威胁，后续行动风险加大。,美军一架F-15E战斗机在对。,美军一架F-15E战斗机在对。,Frozen original transcript label; audio hash unchanged
B044,PCP2_0019,real_news_000370,2-1,True,original,daa441b0145fa543a1e6c5b9ad83c5350ac5f45e0378eb0bbc8eb1e2cccbe651,fcdb0565554b8e2de54c1f467ff208b9182127c88eae035bdcdda4423950bf5b,daa441b0145fa543a1e6c5b9ad83c5350ac5f45e0378eb0bbc8eb1e2cccbe651,3.0,18.115,21.115,S,S,S,S,卡利亚里主场迎战莱切，意甲保级大战一触即发。意甲第二十五轮补赛将在多莫斯竞技场上演，卡利亚里主场迎战莱切。卡利亚里积二十八分，莱切积二十一分，两队均为保级而战。首回合卡利亚里二比一取胜。卡利亚里近期主场表现出色，曾击败罗马和尤文。莱切上轮二比一战胜乌迪内斯，结束八轮不胜。两队都将以四月二日至三月一日阵型出战，比赛将于当地时间二十点四十五分开始。,灰和卡利亚里二比一取胜。,灰和卡利亚里二比一取胜。,Frozen original transcript label; audio hash unchanged
B045,PCP2_0032,real_news_000435,F-35,True,original,b35e170630a4a79da549f9f5759cb1fc4703ff7f7e5a79068f36f01a59861e4f,8cb45b9802e552696aad3327c5d8bb24f9909acf51423106bb22e1ebc63b5b59,b35e170630a4a79da549f9f5759cb1fc4703ff7f7e5a79068f36f01a59861e4f,3.0,37.78670833333333,40.78670833333333,S,S,S,S,美伊最后通牒倒计时，称击落美战机。美伊冲突进入第三十六天，距特朗普设定的四月六日最后期限仅剩两天。特朗普警告伊朗，四十八小时内可能采取进一步行动，并称在德黑兰袭击中打死多名伊朗军事领导人。以色列空袭伊朗石化设施，造成五人死亡，一百七十人受伤。内塔尼亚胡称已摧毁伊朗约百分之七十钢铁产能，并等待美国批准袭击伊朗能源设施。伊朗发动第九十五轮打击行动，称使用新型防空系统击落美军F-35战机及多架无人机，并打击地区内多个美伊军事目标。,击落美军F-35战机及多架。,击落美军F-35战机及多架。,Frozen original transcript label; audio hash unchanged
B046,PCP2_0087,real_news_000368,430kW,True,original,36fbebe69473238eebc07a077865c9984ee3f9569509a0b91b8e4db637a22eee,c303cdf0ad9650a1222d32caf76d8adf496b60bdd38182dcb6950faf09708f29,36fbebe69473238eebc07a077865c9984ee3f9569509a0b91b8e4db637a22eee,3.0,25.764458333333334,28.764458333333334,W,W,W,non-S,小鹏 G X 入局大六座 S U V 市场，二零二六年上市。小鹏汽车将于二零二六年推出首款旗舰级大六座 S U V 小鹏 G X，新车基于 S E P A 三点零架构打造，外观硬朗方正，尺寸为五千二百六十五乘一千九百九十九乘一千八百毫米，轴距三千一百一十五毫米，搭载双电机四驱系统，最大功率四百三十 k W，提供增程和纯电两种选择。智能方面，配备四颗图灵芯片，算力达三千 T O O P S。小鹏 G X 将于今年四五月份上市，有望搅动高端 S U V 市场格局。,最大功率四百三十kW，提供增。,最大功率四百三十kW，提供增。,Frozen original transcript label; audio hash unchanged
