item_id,tts_system,probe_candidate_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,reviewed_qwen_relation,transcript_review_note,asr_text,detected_language,error
mimo_full_PCP2_0090,MiMo-V2.5-TTS API,PCP2_0090,confirmed masked,non_cdrd,kw_kwh,180kW,180千瓦,180kW,,,no_predefined_form,wrong_or_noncanonical_form_preserved,letter-unit reading remains in the transcript,领跑拉法五 Ultra 申报图曝光，搭载激光雷达。工信部公示显示，领跑拉法五 Ultra 车型现生，该车型长四千四百九十毫米，宽一千八百八十毫米，高一千五百一十毫米，轴距两千七百三十五毫米，采用后置后驱布局，电机功率提升至一百八十 kW。申报图显示将搭载激光雷达。领跑计划于二零二六年第二季度发布并交付拉法五 Ultra，将配备专属运动套件，优化内饰质感和动态操控，价格高于常规版本。,Chinese,
mimo_full_PCP2_0092,MiMo-V2.5-TTS API,PCP2_0092,confirmed masked,non_cdrd,kw_kwh,500kW,五百千瓦,五百kw,,五百kw,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,新车关键参数达到五百kW。,Chinese,
mimo_full_PCP2_0093,MiMo-V2.5-TTS API,PCP2_0093,confirmed masked,non_cdrd,kw_kwh,500kW,五百千瓦,五百kw,,五百kw,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,新车关键参数达到五百kW。,Chinese,
mimo_full_PCP2_0094,MiMo-V2.5-TTS API,PCP2_0094,confirmed masked,cdrd_polyphone,vip88,88VIP,八十八VIP,八十八伏IP,,,no_predefined_form,wrong_or_noncanonical_form_preserved,membership-name reading remains noncanonical,阿里外卖即时零售盈利目标锁定两年后，阿里巴巴发布二零二五年第四季度财报显示，收入两千八百四十八亿元，同比增长百分之二，该季度净利润一百五十六点三一亿元，同比下降百分之六十六，主要因即时零售投入增加。外卖即时零售业务收入二百零八点四二亿元，同比大增百分之五十六，助力八十八福发一福会员数超五千九百万，实现双位数增长。电商事业群CEO蒋凡表示，预计二零二九财年即时零售业务将实现整体盈利，这意味着阿里还将继续投入两年。阿里云和AI业务也是重点发展方向。集团CEO吴永明提出，未来五年年收入要突破一千亿美元的目标。,Chinese,
mimo_full_PCP2_0102,MiMo-V2.5-TTS API,PCP2_0102,confirmed masked,cdrd_polyphone,voltage,350Wh/kg,三百五十瓦时每公斤,三百五十whkg,,,no_predefined_form,other_no_exact_surface_recovery,garbled unit transcript contains neither the canonical nor a clean predefined negative form,易派科技，二零二五年全年销量超二十七万辆，同比增长百分之二十八点三。易派科技公布二零二五年全年销量达二十七万五千七百五十二辆，同比增长百分之二十八点三。公司此前发布未来之翼战略，涵盖天元制仓、天元制价等技术。易派科技计划在二零二六年推出多项创新产品，包括万吨大压铸产品、固态电池和千伏平台车型。其中，固态电池能量密度将达三百五十瓦拍Dg，续航超一千千米。千伏平台车型配备一千二百伏电压和三万转超高速电机，实现五分钟充电四百五十公里续航。,Chinese,
mimo_full_PCP2_0110,MiMo-V2.5-TTS API,PCP2_0110,confirmed masked,cdrd_polyphone,tops_compute,6GW,六吉瓦,六GW,,六GW,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,润泽科技引领智算中心新格局。润泽科技二零二五年实现营收五十六点七四亿元，同比增长百分之二十九点九九，规模净利润五十点五亿元，同比大增百分之一百八十二点零七。公司二零二六年一季度营收十八点四亿元，同比增长百分之五十三点五五。作为中国领先的人工智能产业科技公司，润泽科技已完成从传统互联网数据中心向智算中心的战略转型，AI DC业务营收占比升至百分之四十四点二四，毛利率达百分之四十八点五。公司在境内外布局九个算力集群，合计规划算力规模约六GW，已累计交付七百五十兆W。通过公募REITS平台释放约四十五亿元流动资金，实现轻重资产高效协同发展。,Chinese,
cosyvoice_full_PCP2_0001,CosyVoice-300M-SFT,PCP2_0001,confirmed masked,cdrd_entity,sports_score,13-11,十三比十一,十三减十一,,十三减十一,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,吴一泽十三减十一逆转塞尔比晋级世锦赛八强，中国两将会师四分之一决赛。两千零二十六斯诺克世锦赛八强全部产生，零零后选手吴一泽在与前世锦赛冠军塞尔比的较量中，从四减四战平到九减七领先，最终顶住压力以总比分十三减十一逆转取胜，成功晋级八强，下轮将对阵瓦菲。此前赵心童以十三减九击败丁俊晖晋级八强后将对阵肖恩墨菲。随着丁俊晖、肖国栋出局，吴一泽和赵心童成为仅存的两位中国选手，将在四分之一决赛继续征战。,Chinese,
cosyvoice_full_PCP2_0003,CosyVoice-300M-SFT,PCP2_0003,confirmed masked,cdrd_entity,sports_score,6-2,六比二,六减二,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form replaces the heard subtraction reading,辛纳兹维列夫会师迈阿密四强，迈阿密大师赛男单四强产生。二号种子辛纳以六-二、六-二横扫本土选手蒂亚福，全场轰出十四记Ace球，延续大师赛十五连胜和三十盘连赢纪录。三号种子兹维列夫同样发挥出色，以六-一、六-二击败十八号种子塞伦德罗，成为首位二十五次闯入大师赛四强的九零后球员。半决赛两人将再次上演巅峰对决。辛纳目前对兹维列夫保持六连胜。,Chinese,
cosyvoice_full_PCP2_0005,CosyVoice-300M-SFT,PCP2_0005,confirmed masked,cdrd_entity,sports_score,13-9,十三比九,十三减九,,十三减九,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,赵心童十三减九淘汰丁俊晖晋级世锦赛八强，赢得四十六万奖金，将战莫菲两千零二十六。斯诺克世锦赛八分之一决赛，二十九岁卫冕冠军赵心童对阵三十九岁的丁俊晖，这是一场万众瞩目的中国德比。第三阶段比赛中，赵心童在局分十月八日领先后保持优势，轰出单杆一百三十七分过百局，最终以总比分十三减九淘汰丁俊晖，成功晋级八强，获得五万英镑奖金，约合人民币四十六万元。接下来的四分之一决赛，赵心童将对阵香恩莫菲，首场比赛将于四月二十八日十七点开打。,Chinese,
cosyvoice_full_PCP2_0007,CosyVoice-300M-SFT,PCP2_0007,confirmed masked,cdrd_entity,sports_score,31-29,31比29,三十一减二十九,,三十一减二十九,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,朱婷、朱利科内利亚诺夺意大利杯冠军。科内利亚诺队在意大利杯决赛中以三比零击败斯坎迪奇队，夺得本赛季首冠。比赛三局比分分别为三十一减二十九、二十六减二十四和二十七减二十五，双方激战胶着，加比以二十二分荣膺MVP。朱婷贡献十三分，助力球队多次化解危机。这是朱婷个人职业生涯的第二十四个冠军头衔。,Chinese,
cosyvoice_full_PCP2_0008,CosyVoice-300M-SFT,PCP2_0008,confirmed masked,cdrd_entity,sports_score,4-2,四比二,四减二,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form appears at the audited occurrence,陈幸同连续四局决胜分险胜晋级。北京时间四月三日，澳门世界杯女单八分之一决赛，陈幸同四-二击败迪亚兹晋级八强。二十八岁的陈幸同在二-零领先后被追至二-二，但顽强的在第五、六局连续两次关键分，十月十日后拿下比赛。赛后陈幸同表示，前两局拿下后有一些放松，关键分把握不住，但第五局开始放下心态，自己打自己的，最终锁定胜局。他的下一轮对手将是韩莹与申裕斌之间的胜者。,Chinese,
cosyvoice_full_PCP2_0010,CosyVoice-300M-SFT,PCP2_0010,confirmed masked,cdrd_entity,sports_score,0-1,零比一,零减一,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form appears at the audited occurrence,拜仁三连胜，药厂创最长进球荒纪录。北京时间今晚22点30分，德甲第二十六轮拜仁客场对阵勒沃库森。数据显示，勒沃库森曾连续六场对阵拜仁保持不败，但最近三次交锋均告负。更值得关注的是，自2024年12月德国杯八分之一决赛零-一失利后，勒沃库森面对拜仁再未破门，创造了队史对阵单一对手的最长进球荒纪录。,Chinese,
cosyvoice_full_PCP2_0011,CosyVoice-300M-SFT,PCP2_0011,confirmed masked,cdrd_entity,sports_score,2-4,二比四,二减四,,二减四,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,郑钦文决胜盘二减四落后，连赢四局夺马战逆转帮大人晋级次轮。五月五日WTA一千落马战首轮，中国金花郑钦文对阵匈牙利选手邦大人。郑钦文首盘状态不佳，三减六告负。第二盘一度四减零领先，后被追至三减四，最终六减三扳回一城。决胜盘他在二减四落后的危急关头，连胜四局，最终以三减六六减三六减四逆转取胜，耗时两小时十八分钟晋级次轮。郑钦文下一轮将对阵赛会三十号种子布克沙。,Chinese,
cosyvoice_full_PCP2_0012,CosyVoice-300M-SFT,PCP2_0012,confirmed masked,cdrd_entity,sports_score,1-0,一比零,一减零,,一减零,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,AC米兰主场迎战尤文图斯，DAZN与Sky付费直播，今晚二十点四十五分开战。今晚二十点四十五分，AC米兰将在圣西罗球场主场迎战尤文图斯，比赛通过DAZN和Sky付费直播。米兰刚在维罗纳客场一减零获胜，若取胜将追平那不勒斯升至第二，并领先尤文六分。尤文在主场二减零击败博洛尼亚后正追逐四连胜，力争追平对手升至第三。米兰自三月二十一日以来未尝胜绩，尤文最近一次客场胜利则是四月十一日击败亚特兰大。,Chinese,
cosyvoice_full_PCP2_0013,CosyVoice-300M-SFT,PCP2_0013,confirmed masked,cdrd_entity,sports_score,4-1,四比一,四减一,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form appears at the audited occurrence,新加坡大满贯赛收官，中国选手争夺单打冠军。新加坡大满贯赛进入收官阶段，中国选手在单打项目表现出色。女单决赛将由孙颖莎对阵王曼昱，两人分别击败陈毅和德国选手温特金吉。男单方面，王楚钦以四-一战胜小勒布伦，将与林雨儒争夺冠军。林雨儒在半决赛中四-二击败莫雷加德，重返巅峰。今晚十九点和二十点将分别进行女单和男单决赛，为本站比赛画上圆满句号。,Chinese,
cosyvoice_full_PCP2_0014,CosyVoice-300M-SFT,PCP2_0014,confirmed masked,cdrd_entity,sports_score,3-0,三比零,三减零,,三减零,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,王一迪三减零领先遭逆转局胜，局十月一日逆袭申裕斌，重庆冠军赛女单四分之一决赛上演惊心动魄大战。王一迪前三局以十一月七日、十月五日、十月六日碾压式领先申裕斌，却在第四局开始遭遇韩国选手强势反扑，申裕斌连扳三局将比分追至三减三平，比赛被拖入决胜局。关键时刻王一迪爆发，决胜局开场一度以十月一日领先，最终十月二日锁定胜局，总比分四减三险胜晋级四强。,Chinese,
cosyvoice_full_PCP2_0017,CosyVoice-300M-SFT,PCP2_0017,confirmed masked,cdrd_entity,sports_score,4-3,四比三,四减三,四比三,,surface_correct_only,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,张本美和四-三逆转蒯曼夺得WTT第九冠，得WTT七。重庆冠军赛女单决赛中，十七岁的日本选手张本美和以四比三逆转中国选手蒯曼夺得冠军，七局比分为六-十一，十一月九日，十一月七日九-十一，六-十一，十一月九日五-十一。这是张本美和首次获得WTT冠军赛冠军，也是其职业生涯第九个WTT冠军。世界排名第五的蒯曼在赛前体能消耗较大，比张本美和多打一轮比赛，且晋级过程中战胜了孙颖莎、王一迪等强手，决胜局张本美和以十一月五日锁定胜利。,Chinese,
cosyvoice_full_PCP2_0018,CosyVoice-300M-SFT,PCP2_0018,confirmed masked,cdrd_entity,sports_score,3-2,三比二,三减二,,三减二,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,陈俊杭险胜林政恒，仍出局亚洲杯十六强无缘。在2026年亚洲杯男单循环赛中，陈俊杭以三减二险胜林政恒，五局比分为：十一月五日六减十一，八减十一，十月七日十三减十一。尽管取得胜利，陈俊杭仍无缘十六强，因羽田信史以三减一击败黄奇申。比赛过程跌宕起伏，陈俊杭在第一局和第四局表现出色，但第二、三局落入下风。决胜局中，他顽强拒绝对手逆转，最终以十三减十一艰难取胜。,Chinese,
cosyvoice_full_PCP2_0019,CosyVoice-300M-SFT,PCP2_0019,confirmed masked,cdrd_entity,sports_score,2-1,二比一,二减一,二比一,,surface_correct_only,exact_surface_correct_recovery,canonical score reading appears at the audited occurrence,卡利亚里主场迎战莱切，意甲保级大战一触即发。意甲第二十五轮补赛将在多莫斯竞技场上演。卡利亚里主场迎战莱切，卡利亚里积二十八分，莱切积二十一分，两队均为保级而战。首回合卡利亚里二比一取胜。卡利亚里近期主场表现出色，曾击败罗马和尤文。莱切上轮二比一战胜乌迪内斯，结束八轮不胜。两队都将以四二三负一阵型出战，比赛将与当地时间二十点四十五分开始。,Chinese,
cosyvoice_full_PCP2_0020,CosyVoice-300M-SFT,PCP2_0020,confirmed masked,cdrd_entity,sports_score,1-3,一比三,一减三,,一减三,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,活塞一减三落后抢七逆转魔术晋级，坎宁安场均三十六加七加五创队十二三年神迹。北京时间五月四日，NBA季后赛活塞主场一百一十六减九十四大胜魔术，大比分四减三晋级次轮，成为历史第十五支一减三落后逆转晋级的球队。坎宁安系列赛场均三十二点四分五点七篮板七点一助攻，在一减三落后时场均砍下三十六点三分，率队完成抢七逆转，这是活塞自两千零三年后时隔二十三年再次一减三落后魔术逆转，也是球队两千零八年后首次赢得系列赛并晋级次轮。,Chinese,
cosyvoice_full_PCP2_0021,CosyVoice-300M-SFT,PCP2_0021,confirmed masked,cdrd_entity,sports_score,21-17,21比17,21减17,,,no_predefined_form,wrong_or_noncanonical_form_preserved,subtraction readings remain at the audited score occurrence,国羽三减一击败印度，锁定汤杯小组第一。何济霆、任翔宇直落两局奏凯。两千零二十六汤姆斯杯小组赛中，国羽三减一力克印度队，成功锁定小组第一。何济霆、任翔宇在二双比赛中以二十一减十七、二十一减十三直落两局击败对手。此前，李诗沣、梁伟铿、王昶孙斌在一单和一双取胜，温弘洋二单失利。明日十六点三十分将进行淘汰赛抽签。另外，汤杯B组日本队三减二险胜马来西亚，以小组第一晋级淘汰赛。,Chinese,
cosyvoice_full_PCP2_0022,CosyVoice-300M-SFT,PCP2_0022,confirmed masked,cdrd_entity,sports_score,8-8,八比八,八减八,,八减八,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,赵心童单杆一百一十七分，连扳三局八减八追平墨菲，世锦赛四分之一决赛今晚决胜。两千零二十六斯斯诺克世锦赛四分之一决赛，卫冕冠军赵心童对阵前世界冠军肖恩墨菲。赵心童首阶段三减零领先后连丢五局，以三减五落后。第二阶段前半程，墨菲延续优势七减五领先，但赵心童休息后状态回勇，凭借单杆一百一十七分等高分表现，连扳三局，将总比分追成八减八平。决胜阶段将于今晚二十一点三十分进行，率先拿下五局者晋级半决赛。,Chinese,
cosyvoice_full_PCP2_0023,CosyVoice-300M-SFT,PCP2_0023,confirmed masked,cdrd_entity,sports_score,6-2,6比2,6减2,,,no_predefined_form,wrong_or_noncanonical_form_preserved,subtraction readings remain at the audited score occurrence,吴一泽遭艾伦五连鞭从六减二被追成七减七，史诗百分中局止颓。斯诺克世锦赛半决赛，吴一泽首阶段六减二领先马克·艾伦，第二阶段吴一泽手感下滑，艾伦连赢五局完成反超。期间轰出单杆一百四十五分，刷新本届世锦赛单杆最高分。绝境中，吴一泽鏖战一百分钟拿下史诗级拉锯局，创造世锦赛正赛最长单局时长纪录，终结连败势头。双方目前七减七战平。第三阶段比赛今天下午十七点继续进行。,Chinese,
cosyvoice_full_PCP2_0024,CosyVoice-300M-SFT,PCP2_0024,confirmed masked,cdrd_entity,sports_score,4-2,四比二,四减二,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form appears at the audited occurrence,王曼玉四-2逆转申裕斌挺进决赛。北京时间四月五日，二零二六赛季澳门世界杯女单半决赛，二号种子王曼玉对阵韩国一姐申裕斌。比赛中，王曼玉首局十一月八日取胜后，连丢两局一-2落后。随后她果断调整战术，连扳三局，最终以四-2逆转战胜申裕斌，成功晋级决赛。今晚十九点三十分，王曼玉将与头号种子孙颖莎会师决赛，争夺本届澳门世界杯女单冠军。,Chinese,
cosyvoice_full_PCP2_0025,CosyVoice-300M-SFT,PCP2_0025,confirmed masked,cdrd_entity,sports_score,1-0,一比零,一减零,,一减零,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,热刺客场对狼队遭遇三连败，联赛交锋六场不胜现保级困境。北京时间四月二十五日二十二点，英超第三十四轮比赛，保级球队热刺客场挑战狼队。数据显示，热刺近六次联赛对阵狼队二平四负未尝一胜，上次取胜还要追溯到二零二二年八月主场一减零击败对手。客场方面，热刺对狼队已遭遇三连败，此前十六次做客莫利诺克斯球场仅输三场。热刺主帅德泽尔比与狼队主帅爱德华兹此前交手各胜一场。,Chinese,
cosyvoice_full_PCP2_0026,CosyVoice-300M-SFT,PCP2_0026,confirmed masked,cdrd_entity,sports_score,0-3,零比三,零减三,,,no_predefined_form,exact_surface_correct_recovery,hyphenated canonical score form appears at the audited occurrence,德赫亚复盘惨败水晶宫，强调开局失误致命。佛罗伦萨在欧联杯八分之一决赛首回合零-3惨败水晶宫，门将德赫亚赛后复盘指出，球队开局二十到三十分钟表现糟糕，面对英超球队过早丢掉两球是致命失误。中场前第三个失球更让人沮丧。他承认英超在资源和设施上领先意甲，但认为下半场球队表现不错，若能把握进球机会，比赛会有转机。德赫亚表示次回合将在主场力争三-0逆转，同时强调要专注联赛，尽快远离降级区。,Chinese,
cosyvoice_full_PCP2_0027,CosyVoice-300M-SFT,PCP2_0027,confirmed masked,cdrd_entity,sports_score,1-2,一比二,一减二,,一减二,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,阿隆·吉格登将带伤出战掘金，G四客战森林狼，球队一减二落后盼扳平。北京时间四月二十六日，据ESPN名记善报道，掘金大前锋阿隆·吉格登将带伤复出，出战季后赛首轮第四场客战森林狼的比赛。此前G三比赛中，三十岁的戈登因小腿受伤缺阵，掘金以九十六减一百一十三惨败，目前大比分一减二落后。今天G四比赛，北京时间周日八点三十分开打，对于掘金扳平系列赛至关重要。,Chinese,
cosyvoice_full_PCP2_0028,CosyVoice-300M-SFT,PCP2_0028,confirmed masked,cdrd_entity,sports_score,3-0,三比零,三减零,,三减零,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,女足末轮战朝鲜争夺小组头名。北京时间三月六日，女足亚洲杯小组赛第二轮，中国女足三减零完胜乌兹别克斯坦，提前锁定小组出线。由于朝鲜女足五减零大胜孟加拉国，而中国女足仅以二减零取胜。目前中国女足因净胜球劣势暂列小组第二。小组末轮，中国女足将于北京时间三月九日十七点直接对阵朝鲜女足，获胜即可以小组头名出线。,Chinese,
cosyvoice_full_PCP2_0029,CosyVoice-300M-SFT,PCP2_0029,confirmed masked,cdrd_entity,military_model,F-35,F三五,F负三五,F-35,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军营救飞行员失败，多架飞机被击落。伊朗媒体报道称，美军营救飞行员行动失败，两架黑鹰直升机和一架C-130运输机被击落。伊朗民众纷纷拿枪上山搜寻美军飞行员，部落武装也参与行动。伊朗军方称，开战以来击落多架美军战机，包括F-35、F-15E等，装备损失超过21亿美元。特朗普威胁对伊朗实施48小时最后通牒，并抨击《纽约时报》和北约。伊朗回应称，这反映了美方的无助和紧张。战争已导致伊朗2000多人丧生。,Chinese,
cosyvoice_full_PCP2_0030,CosyVoice-300M-SFT,PCP2_0030,confirmed masked,cdrd_entity,military_model,F-15E,F一五E,F负十五E,F-15E,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军搜救行动损失十二架战机，代价惨重。美军一架F-15E战斗机在对伊朗空袭任务中被击落，两名飞行员弹射跳伞后，美伊双方展开激烈搜救与抓捕竞赛。特朗普宣布飞行员获救，且无人员伤亡，但伊朗军方公布美军在搜救行动中损失十二架各式战机，包括运输机、攻击机、直升机和无人机。美方被迫自毁无法起飞的运输机和直升机，损失数亿美元装备。此次事件暴露出美军空袭作战问题，伊朗防空能力仍具威胁，后续行动风险加大。,Chinese,
cosyvoice_full_PCP2_0031,CosyVoice-300M-SFT,PCP2_0031,confirmed masked,cdrd_entity,military_model,F-15E,F一五E、F十五E,F负十五E,F-15E,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军营救飞行员出动155架飞机，炸毁两架运输机。美军营救被击落F-15E战斗机第二名飞行员的行动持续五十多小时，出动155架各类飞机和数百名人员。特朗普透露，两架陷入沙地的运输机被迫炸毁，以防先进装备落入伊朗手中。此次行动中，美军一架F-10攻击机被击落，多架直升机受损。伊朗搜捕人员一度距飞行员藏身地不到三公里。保守估计，美军在此次行动中的飞机损失超过4亿美元，堪称美国历史上最大胆的搜救行动之一。,Chinese,
cosyvoice_full_PCP2_0033,CosyVoice-300M-SFT,PCP2_0033,confirmed masked,cdrd_entity,military_model,运-20B,运二十B、运二零B,运负二十B,运-20B,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,歼-20运-20B空中对话护送烈士归国。四月二十二日上午，运-韩接应第十三批在韩志愿军烈士遗骸的运-20B专机进入我国领空，四架歼-20迎接护航，运-20B呼号“荣归五十”，寓意一九五零年出征的英雄们光荣回家。歼-20呼号“红鹰”，代表传承与力量。进入领空后，两型战机进行空中对话，表达对先烈的深切缅怀和崇高敬意，共同护送英雄回家。,Chinese,
cosyvoice_full_PCP2_0034,CosyVoice-300M-SFT,PCP2_0034,confirmed masked,cdrd_entity,military_model,B-2,B 二,B负二,,B负二,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,揭秘I军事神话，情报追踪才是关键。美国和以色列二月二十八日联合打击伊朗，致哈梅内伊身亡。行动后网上流传大量文章，宣称这是I主导的斩首行动，涉及帕兰提尔、Q模型和安多里尔无人机蜂群等。但对照公开报道发现，这些描述充满技术夸大和事实曲解。真正的情报突破来自I数月的人力情报追踪，而非I算法。行动主要依靠传统军事力量，以色列出动两百架战机，美军动用F负三十五B负二轰炸机等打击上千目标。I仅在情报分析等环节起辅助作用，远非决定性力量。杀死哈梅内伊的是导弹和情报，而非人工智能。,Chinese,
cosyvoice_full_PCP2_0035,CosyVoice-300M-SFT,PCP2_0035,confirmed masked,cdrd_entity,military_model,F-18,F十八,F负十八,F十八,,surface_correct_only,exact_surface_correct_recovery,canonical model reading appears at the audited occurrence,特朗普团队研判油价飙升至两百美元。特朗普团队被曝研判油价飙升至二零零美元的潜在影响，白宫否认相关说法。受中东冲突影响，国际油价已上涨百分之三十至百分之四十。机构警告，若油价长期维持在高位，将引发滞涨。分析认为，油价上涨已推高通胀预期。美国三月CPI预期从百分之二点九升至百分之三点三。特朗普称油价上涨对美国有利，但遭民主党批评。与此同时，伊朗与以色列冲突持续升级。伊朗二十五日对以色列七十多处目标发动导弹打击，并声称击落美军F十八战机。美军否认相关说法。,Chinese,
cosyvoice_full_PCP2_0037,CosyVoice-300M-SFT,PCP2_0037,confirmed masked,cdrd_entity,military_model,F-16,F十六,F负十六,F-16,,surface_correct_only,exact_surface_correct_recovery,canonical model form appears at the audited occurrence,美军战机、加油机、运输机大规模增援中东地区。美国持续在中东地区进行军事集结，亚伯拉罕·林肯号航母打击群正驶往该地区。五角大楼增派多架F-15E战斗机、运输机和加油机。目前有三个F-15E中队部署在中东，F-16和A-10战机也将被部署。特朗普表示，不排除对伊朗采取军事行动的可能性。伊朗外交部长则敦促美国寻求外交途径。,Chinese,
cosyvoice_full_PCP2_0049,CosyVoice-300M-SFT,PCP2_0049,confirmed masked,cdrd_entity,quarter,2030,二零三十,两千零三十,,两千零三十,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,东风发布两千零三十战略目标五百万辆概念车 EQ 减 Reborn 全球首发。东风汽车在两千零二十六北京车展发布东风风起两千零三十战略计划，目标到二零三零年全球销量冲刺五百万辆，新能源汽车销量占比超百分之七十，海外销量占比冲刺百分之四十。同时推出天元智能、天境零碳、天际扬帆三大行动计划，构建四大协同生态。发布会上，承袭 EQ 二四零军工基因的东风 EQ 减 Reborn 概念车全球首发，搭载固态电池、太极大模型等前沿技术，重新定义轻越野智能出行标准。,Chinese,
cosyvoice_full_PCP2_0055,CosyVoice-300M-SFT,PCP2_0055,confirmed masked,cdrd_entity,hyphen_range,55%-60%,百分之五十五至百分之六十,百分之五十五负百分之六十,,,no_predefined_form,wrong_or_noncanonical_form_preserved,negative range reading remains in the transcript,台积电业绩创新高，加大投资压注A，未来台积电第四季度业绩创新高，收入同比增长百分之二十点四五至一点零五万亿新台币，全年收入增长百分之三十一点六零。三纳米制程产品收入占比扩大至百分之二十八，高性能计算仍是最大收入来源。公司盈利能力超预期，第四季毛利率达百分之六十二点三。台积电加大资本开支，二零二六年预算五百二十到五百六十亿美元，主要用于先进制程技术。公司看好A发展前景，预计二零二四到二零二九年A加速器收入年复合增长百分之五十五百分之负六十。,Chinese,
cosyvoice_full_PCP2_0056,CosyVoice-300M-SFT,PCP2_0056,confirmed masked,cdrd_entity,hyphen_range,190N·m,190牛·米,190Nm,,,no_predefined_form,wrong_or_noncanonical_form_preserved,unit-letter reading remains noncanonical,长安启源Q零五上市，八万起售，高性价比纯电HUV。长安启源Q零五纯电HUV正式上市，售价七点九九到十点九九万元，定位紧凑型HUV，搭载宁德时代磷酸铁锂电池，提供四百零五公里和五百零六公里两种续航版本。车身尺寸四千四百三十五乘一千八百五十五乘一六百毫米，轴距两千七百三十五毫米，空间利用率高达百分之八十六点六。内饰简约实用，配备高清中控屏和全液晶仪表。动力方面，最大功率一百二十千瓦，最大扭矩幺九零Nm，驾驶体验灵活。,Chinese,
cosyvoice_full_PCP2_0061,CosyVoice-300M-SFT,PCP2_0061,confirmed masked,cdrd_entity,hyphen_range,40-50%,四十到百分之五十,四十减百分之五十,,四十减百分之五十,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,车企两千零二十六销量目标揭秘，自主品牌海外扩张加速，多家车企公布二零二六年销量目标，展现不同战略。小米设定五十五万辆目标，注重提高交付速度。比亚迪瞄准海外市场，计划销量达一百五十到一百六十万台，未来预期四十减百分之五十增长，将全面升级车用平台。传统豪华品牌在华销量下滑，奔驰、宝马预估二零二六年国产车型销量不足五十万辆。丰田借助中国技术反弹，计划推出多款特供车型。整体来看，国内市场竞争加剧，海外扩张成为自主品牌重点。,Chinese,
cosyvoice_full_PCP2_0062,CosyVoice-300M-SFT,PCP2_0062,confirmed masked,cdrd_entity,hyphen_range,2026至2028,二零二六至二零二八年,两千零二十六至二零二八年,2026至2028,,surface_correct_only,exact_surface_correct_recovery,canonical year-range form appears at the audited occurrence,OpenAI携手Cerebras打造大规模AI推理系统。OpenAI与Cerebras达成合作协议，计划在2026至2028年间将750MW规模的Cerebras芯片纳入AI推理计算资源库。这一合作旨在显著缩短AI服务响应时间，实现实时交互体验，使用户能够利用AI完成更多操作，并处理更高价值的工作负载。,Chinese,
cosyvoice_full_PCP2_0064,CosyVoice-300M-SFT,PCP2_0064,confirmed masked,cdrd_entity,hyphen_range,737-8,七三七 八,七百三十七减八,,七百三十七减八 | 减,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,越航订购五十架波音七百三十七减八机队规模将扩大。越南航空签署协议，订购五十架波音七百三十七减八窄体客机，计划于二零三零到二零三二年接收。这批飞机将主要直飞国内和亚洲区域航线。到二零三零年，越航机队规模预计扩大至约一百五十一架。同时，越航还与波音公司讨论了投资三十架宽体客机的计划，预计总价值超一百二十亿美元。未来五年，越航目标是关键运营指标实现两位数年均增长率。,Chinese,
